https://stackoverflow.com/questions/5767325/how-to-remove-specific-item-from-array,"
How to remove specific item from array?


        
    

","
I have an array of numbers, and I'm using the .push() method to add elements to it.
Is there a simple way to remove a specific element from an array? The equivalent of something like-
array.remove(number);

I have to use core JavaScript - frameworks are not allowed.
","
const array = [2, 5, 9];

console.log(array);

const index = array.indexOf(5);
if (index > -1) {
  array.splice(index, 1);
}

// array = [2, 9]
console.log(array); 
"
https://stackoverflow.com/questions/111102/how-do-javascript-closures-work,"
How do JavaScript closures work?


        
    

","








This question's answers are a community effort. Edit existing answers to improve this post. It is not currently accepting new answers or interactions.
                            
                        




How would you explain JavaScript closures to someone with a knowledge of the concepts they consist of (for example functions, variables and the like), but does not understand closures themselves?
I have seen the Scheme example given on Wikipedia, but unfortunately it did not help.
","
function sayHello(name) {
  var text = 'Hello ' + name;
  var say = function() { console.log(text); }
  say();
}
sayHello('Joe');
"
https://stackoverflow.com/questions/1789945/how-to-check-whether-a-string-contains-a-substring-in-javascript,"
How to check whether a string contains a substring in JavaScript?


        
    

","








This question's answers are a community effort. Edit existing answers to improve this post. It is not currently accepting new answers or interactions.
                            
                        




Usually I would expect a String.contains() method, but there doesn't seem to be one. 
What is a reasonable way to check for this?
","
const string = ""foo"";
const substring = ""oo"";

console.log(string.includes(substring));
"
https://stackoverflow.com/questions/336859/var-functionname-function-vs-function-functionname,"
var functionName = function() {} vs function functionName() {}


        
    

","
I've recently started maintaining someone else's JavaScript code. I'm fixing bugs, adding features and also trying to tidy up the code and make it more consistent.
The previous developer used two ways of declaring functions and I can't work out if there is a reason behind it or not.
The two ways are:
var functionOne = function() {
    // Some code
};

function functionTwo() {
    // Some code
}

What are the reasons for using these two different methods and what are the pros and cons of each? Is there anything that can be done with one method that can't be done with the other?
","
// TypeError: functionOne is not a function
functionOne();

var functionOne = function() {
  console.log(""Hello!"");
};
"
https://stackoverflow.com/questions/208105/how-do-i-remove-a-property-from-a-javascript-object,"
How do I remove a property from a JavaScript object?


        
    

","
Say I create an object as follows:
let myObject = {
    ""ircEvent"": ""PRIVMSG"",
    ""method"": ""newURI"",
    ""regex"": ""^http://.*""
};

What is the best way to remove the property regex to end up with new myObject as follows?
let myObject = {
    ""ircEvent"": ""PRIVMSG"",
    ""method"": ""newURI""
};

","
var myObject = {
    ""ircEvent"": ""PRIVMSG"",
    ""method"": ""newURI"",
    ""regex"": ""^http://.*""
};
delete myObject.regex;

console.log(myObject);
"
https://stackoverflow.com/questions/122102/what-is-the-most-efficient-way-to-deep-clone-an-object-in-javascript,"
What is the most efficient way to deep clone an object in JavaScript?


        
    

","








This question's answers are a community effort. Edit existing answers to improve this post. It is not currently accepting new answers or interactions.
                            
                        




What is the most efficient way to clone a JavaScript object? I've seen obj = eval(uneval(o)); being used, but that's non-standard and only supported by Firefox. I've done things like obj = JSON.parse(JSON.stringify(o)); but question the efficiency.  I've also seen recursive copying functions with various flaws.

I'm surprised no canonical solution exists.
","
const a = {
  string: 'string',
  number: 123,
  bool: false,
  nul: null,
  date: new Date(),  // stringified
  undef: undefined,  // lost
  inf: Infinity,  // forced to 'null'
  re: /.*/,  // lost
}
console.log(a);
console.log(typeof a.date);  // Date object
const clone = JSON.parse(JSON.stringify(a));
console.log(clone);
console.log(typeof clone.date);  // result of .toISOString()
"
https://stackoverflow.com/questions/9329446/for-each-over-an-array-in-javascript,"
For-each over an array in JavaScript?


        
    

","
How can I loop through all the entries in an array using JavaScript?
I thought it was something like this:
forEach(instance in theArray)

Where theArray is my array, but this seems to be incorrect.
","
var a = [""a"", ""b"", ""c""];
a.forEach(function(entry) {
    console.log(entry);
});
"
https://stackoverflow.com/questions/46155/how-to-validate-an-email-address-in-javascript,"
How to validate an email address in JavaScript


        
    

","
Is there a regular expression to validate an email address in JavaScript?
","
function validateEmail(email) {
  var re = /^(([^<>()[\]\\.,;:\s@\""]+(\.[^<>()[\]\\.,;:\s@\""]+)*)|(\"".+\""))@((\[[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\])|(([a-zA-Z\-0-9]+\.)+[a-zA-Z]{2,}))$/;
  return re.test(email);
}

function validate() {
  var $result = $(""#result"");
  var email = $(""#email"").val();
  $result.text("""");

  if (validateEmail(email)) {
    $result.text(email + "" is valid :)"");
    $result.css(""color"", ""green"");
  } else {
    $result.text(email + "" is not valid :("");
    $result.css(""color"", ""red"");
  }
  return false;
}

$(""#validate"").on(""click"", validate);
<script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js""></script>

<form>
  <p>Enter an email address:</p>
  <input id='email'>
  <button type='submit' id='validate'>Validate!</button>
</form>

<h2 id='result'></h2>
"
https://stackoverflow.com/questions/221294/how-do-you-get-a-timestamp-in-javascript,"
How do you get a timestamp in JavaScript?


        
    

","
How can I get a timestamp in JavaScript?
Something similar to Unix timestamp, that is, a single number that represents the current time and date. Either as a number or a string.
","
var timeStampInMs = window.performance && window.performance.now && window.performance.timing && window.performance.timing.navigationStart ? window.performance.now() + window.performance.timing.navigationStart : Date.now();

console.log(timeStampInMs, Date.now());
"
https://stackoverflow.com/questions/237104/how-do-i-check-if-an-array-includes-a-value-in-javascript,"
How do I check if an array includes a value in JavaScript?


        
    

","
What is the most concise and efficient way to find out if a JavaScript array contains a value?
This is the only way I know to do it:
function contains(a, obj) {
    for (var i = 0; i < a.length; i++) {
        if (a[i] === obj) {
            return true;
        }
    }
    return false;
}

Is there a better and more concise way to accomplish this?
This is very closely related to Stack Overflow question Best way to find an item in a JavaScript Array? which addresses finding objects in an array using indexOf.
","
console.log(['joe', 'jane', 'mary'].includes('jane')); //true
"
https://stackoverflow.com/questions/1986896/what-is-the-difference-between-call-and-apply,"
What is the difference between call and apply?


        
    

","
What is the difference between using call and apply to invoke a function?
var func = function() {
  alert('hello!');
};

func.apply(); vs func.call();
Are there performance differences between the two aforementioned methods? When is it best to use call over apply and vice versa?
","
function theFunction(name, profession) {
    console.log(""My name is "" + name + "" and I am a "" + profession +""."");
}
theFunction(""John"", ""fireman"");
theFunction.apply(undefined, [""Susan"", ""school teacher""]);
theFunction.call(undefined, ""Claude"", ""mathematician"");
theFunction.call(undefined, ...[""Matthew"", ""physicist""]); // used with the spread operator
"
https://stackoverflow.com/questions/351409/how-to-append-something-to-an-array,"
How to append something to an array?


        
    

","








This question's answers are a community effort. Edit existing answers to improve this post. It is not currently accepting new answers or interactions.
                            
                        




How do I append an object (such as a string or number) to an array in JavaScript?          
","
// initialize array
var arr = [
  ""Hi"",
  ""Hello"",
  ""Bonjour""
];

// append new value to the array
arr.push(""Hola"");

console.log(arr);
"
https://stackoverflow.com/questions/586182/how-to-insert-an-item-into-an-array-at-a-specific-index-javascript,"
How to insert an item into an array at a specific index (JavaScript)?


        
    

","
I am looking for a JavaScript array insert method, in the style of:
arr.insert(index, item)

Preferably in jQuery, but any JavaScript implementation will do at this point.
","
var arr = [];
arr[0] = ""Jani"";
arr[1] = ""Hege"";
arr[2] = ""Stale"";
arr[3] = ""Kai Jim"";
arr[4] = ""Borge"";

console.log(arr.join());
arr.splice(2, 0, ""Lene"");
console.log(arr.join());
"
